,Id,Code,Name,Class,Standard Concept Caption,RC,DRC,Domain,Vocabulary
,41389800,OMOP2587762,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41389697,OMOP2587659,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41389652,OMOP2587614,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41389696,OMOP2587658,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41389878,OMOP2587840,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,41389823,OMOP2587785,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,41389958,OMOP2587920,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41389851,OMOP2587813,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41390152,OMOP2588114,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41389727,OMOP2587689,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,41389677,OMOP2587639,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,41389977,OMOP2587939,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,41390119,OMOP2588081,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,41390050,OMOP2588012,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41389698,OMOP2587660,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41389853,OMOP2587815,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41389852,OMOP2587814,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41389864,OMOP2587826,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41389754,OMOP2587716,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41390141,OMOP2588103,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,44195160,OMOP3071883,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,44195159,OMOP3071882,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,44195212,OMOP3071935,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,44195224,OMOP3071947,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,21127579,OMOP318301,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,21088392,OMOP318304,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,21167032,OMOP318305,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35784648,OMOP2786109,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,35784728,OMOP2786189,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21108079,OMOP318306,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,21058950,OMOP318307,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21039367,OMOP318302,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41394637,OMOP2592599,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41391849,OMOP2589811,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41392713,OMOP2590675,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21088393,OMOP318308,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,21176811,OMOP318310,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,21058951,OMOP318311,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21029505,OMOP318312,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,21039368,OMOP318313,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,21088394,OMOP318309,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41401058,OMOP2599020,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,41396584,OMOP2594546,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41390605,OMOP2588567,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,41357760,OMOP2555722,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,41353433,OMOP2551395,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,41359897,OMOP2557859,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,41359391,OMOP2557353,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,41354226,OMOP2552188,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,41357994,OMOP2555956,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41353693,OMOP2551655,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41359609,OMOP2557571,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,41359254,OMOP2557216,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43705493,OMOP865222,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43741505,OMOP865223,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43669671,OMOP865224,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43154914,OMOP507340,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43154915,OMOP507341,Ceftazidime,Quant Clinical Box,Standard,0,0,Drug,RxNorm Extension
,43176927,OMOP507342,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43198916,OMOP507343,Ceftazidime,Quant Branded Box,Standard,0,0,Drug,RxNorm Extension
,43198917,OMOP507344,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,36897079,OMOP996998,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43687589,OMOP865231,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43597458,OMOP865232,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43759330,OMOP865225,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43651693,OMOP865227,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43813456,OMOP865228,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43777419,OMOP865229,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43597457,OMOP865230,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43777420,OMOP865233,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43741506,OMOP865234,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43813457,OMOP865236,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43813458,OMOP865237,Ceftazidime,Quant Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43633632,OMOP865238,Ceftazidime,Quant Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43795329,OMOP865239,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,43117464,843,Ceftazidime,Ingredient,Non-Standard,0,0,Drug,Multilex
,44155513,DPD133692,Ceftazidime,Ingredient,Non-Standard,0,0,Drug,DPD
,4298921,387200005,Ceftazidime,Substance,Non-Standard,0,0,Drug,SNOMED
,4281772,36893000,Ceftazidime,Pharma/Biol Product,Non-Standard,0,0,Drug,SNOMED
,4286385,N0000145931,Ceftazidime,Pharma Preparation,Non-Standard,0,0,Drug,NDFRT
,44523433,OMOP102409,Ceftazidime,Ingredient,Non-Standard,0,0,Drug,DPD
,46221509,1603836,Ceftazidime,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
,42713446,OMOP2736548,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42712412,OMOP2741180,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42724670,OMOP2729595,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,42728697,OMOP2735334,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42714406,OMOP2740295,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42714405,OMOP2735510,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43138272,OMOP478076,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43204306,OMOP478077,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43138273,OMOP478078,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43160439,OMOP478079,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43171350,OMOP478081,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43149214,OMOP478082,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42710824,OMOP2728926,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42728371,OMOP2742434,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42718032,OMOP2721730,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,42713973,OMOP2722465,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42713972,OMOP2735777,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42726492,OMOP2740808,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42715774,OMOP2730347,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42722499,OMOP2741119,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42716139,OMOP2738080,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42723068,OMOP2732398,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42724672,OMOP2741393,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,42724671,OMOP2738613,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42715773,OMOP2738858,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42713097,OMOP2728663,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42730770,OMOP2729820,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42714969,OMOP2742061,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42720699,OMOP2729655,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,42723340,OMOP2724615,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42731283,OMOP2721815,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42711824,OMOP2722828,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42730444,OMOP2733168,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42715772,OMOP2738170,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36886346,OMOP997083,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43138271,OMOP478070,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36885922,OMOP1001293,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,36882996,OMOP993591,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,36880172,OMOP1002543,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,36891967,OMOP999346,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,36884153,OMOP998225,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36885092,OMOP997964,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43138265,OMOP477992,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36886511,OMOP995327,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43149204,OMOP477994,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43171341,OMOP477995,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43215159,OMOP477996,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43193286,OMOP477997,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43182328,OMOP477998,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43138266,OMOP477999,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36882504,OMOP1006902,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36884563,OMOP989066,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43820951,OMOP672094,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43659198,OMOP672081,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43659200,OMOP672095,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43695013,OMOP672082,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36892255,OMOP996194,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42716383,OMOP2739333,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43659197,OMOP672075,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42729697,OMOP2737231,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42723067,OMOP2729862,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42720405,OMOP2723321,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42711042,OMOP2728999,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36891440,OMOP992120,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36886879,OMOP1006612,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,42715283,OMOP2729807,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42729992,OMOP2725918,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,36885920,OMOP1006314,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42710196,OMOP2741235,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42714404,OMOP2736730,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42718504,OMOP2726688,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42727809,OMOP2732862,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36888003,OMOP1000034,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42726491,OMOP2727596,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42710083,OMOP2738765,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42730441,OMOP2721589,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42719789,OMOP2737031,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42729157,OMOP2739195,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42717135,OMOP2737486,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42721186,OMOP2726771,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42727808,OMOP2728973,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42727807,OMOP2733236,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42717134,OMOP2722076,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42729156,OMOP2733314,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43748785,OMOP672066,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43802813,OMOP672067,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36893269,OMOP1000683,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42729698,OMOP2742758,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36879786,OMOP993223,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42719049,OMOP2739618,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42727080,OMOP2723973,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36886877,OMOP1005142,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,42711355,OMOP2740311,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42718030,OMOP2723986,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42717136,OMOP2740241,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42725135,OMOP2731934,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42725136,OMOP2725817,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43622850,OMOP672073,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42729158,OMOP2740232,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42715771,OMOP2726014,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42730442,OMOP2723070,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,36882503,OMOP1005189,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43695011,OMOP672046,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43641061,OMOP672101,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36884924,OMOP1002100,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,36887839,OMOP989380,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,36888848,OMOP989113,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43820948,OMOP672045,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43677206,OMOP672051,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43695012,OMOP672050,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43730886,OMOP672063,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,36882505,OMOP1002833,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43677209,OMOP672083,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43748786,OMOP672071,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43802812,OMOP672065,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43712860,OMOP672091,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,43677211,OMOP672098,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43586869,OMOP672084,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43586871,OMOP672097,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43712859,OMOP672085,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,43586870,OMOP672087,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43677210,OMOP672089,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43659199,OMOP672090,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43766799,OMOP672088,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43604963,OMOP672099,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43712856,OMOP672048,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43838971,OMOP672092,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,43730887,OMOP672069,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43604962,OMOP672079,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,43857038,OMOP672078,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42729505,OMOP2740270,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42730997,OMOP2725591,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42730996,OMOP2735993,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42717726,OMOP2737458,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,42728696,OMOP2734033,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,42724669,OMOP2740577,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42718031,OMOP2732777,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42722065,OMOP2729691,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42720698,OMOP2727325,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,42711823,OMOP2736955,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42729159,OMOP2723569,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42710491,OMOP2724276,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42723808,OMOP2722047,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42730443,OMOP2727917,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42717137,OMOP2725597,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42719790,OMOP2737845,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,42723807,OMOP2723785,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42711822,OMOP2742346,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,42718505,OMOP2740629,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,44105004,OMOP1099635,Ceftazidime,Clinical Drug Comp,Standard,0,0,Drug,RxNorm Extension
,44068093,OMOP1062724,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,44097640,OMOP1092271,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,44110481,OMOP1105112,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,44048184,OMOP1042815,Ceftazidime,Branded Drug,Standard,0,0,Drug,RxNorm Extension
,44061161,OMOP1055792,Ceftazidime,Branded Drug Box,Standard,0,0,Drug,RxNorm Extension
,44051295,OMOP1045926,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,44077027,OMOP1071658,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40025018,345840,Ceftazidime,Clinical Drug Comp,Non-Standard,0,0,Drug,RxNorm
,40829672,OMOP2027634,Ceftazidime,Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm Extension
,40923123,OMOP2121085,Ceftazidime,Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm Extension
,41266518,OMOP2464480,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43215154,OMOP477931,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43160429,OMOP477932,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,35409598,OMOP1143183,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,35412690,OMOP1146275,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43193280,OMOP477933,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43149195,OMOP477935,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43138257,OMOP477936,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43204289,OMOP477937,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,43193281,OMOP477938,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,40923122,OMOP2121084,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,41235628,OMOP2433590,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,41110691,OMOP2308653,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,41266517,OMOP2464479,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,40829671,OMOP2027633,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,44042013,OMOP1036644,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,21034209,OMOP388749,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,40107471,566016,Ceftazidime,Branded Drug Comp,Non-Standard,0,0,Drug,RxNorm
,43204290,OMOP477939,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,36261705,OMOP3112580,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,40829670,OMOP2027632,Ceftazidime,Branded Drug Comp,Standard,0,0,Drug,RxNorm Extension
,44084681,OMOP1079312,Ceftazidime,Clinical Drug,Standard,0,0,Drug,RxNorm Extension
,40107470,562060,Ceftazidime,Clinical Drug,Non-Standard,0,0,Drug,RxNorm
,41180859,OMOP2378821,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,44071825,OMOP1066456,Ceftazidime,Clinical Drug Box,Standard,0,0,Drug,RxNorm Extension
,35743449,OMOP2744910,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,40825680,OMOP2023642,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35760136,OMOP2761597,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35747643,OMOP2749104,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35747644,OMOP2749105,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35755985,OMOP2757446,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35743452,OMOP2744913,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
,35747642,OMOP2749103,Ceftazidime,Marketed Product,Standard,0,0,Drug,RxNorm Extension
